epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.05906040221452713	0.011694644577801228	0.059258707714986786	0.055928412824869156	0.02251560613512993	0.05797962817418506
20.0	0.06487695872783661	0.013516463339328766	0.06614355905834869	0.06107382848858833	0.02523762173950672	0.06418259882804693
30.0	0.06532438844442368	0.01390769425779581	0.07017838171793306	0.06868009269237518	0.02847229316830635	0.07241410555870048
40.0	0.08053690940141678	0.017284171655774117	0.08517266574128932	0.07941834628582001	0.03232267498970032	0.08430077095395241
50.0	0.10067114233970642	0.021165652200579643	0.10648224201215876	0.0946308821439743	0.03983323276042938	0.10230524399101953
60.0	0.12527963519096375	0.026128940284252167	0.1311757512425134	0.11140940338373184	0.045208413153886795	0.12176604035564309
70.0	0.15391500294208527	0.03165315091609955	0.1606945915318162	0.136241614818573	0.056467827409505844	0.14908889513943724
80.0	0.18076063692569733	0.039741307497024536	0.18795776924689753	0.15816554427146912	0.06633879989385605	0.17353626013252063
90.0	0.20357941091060638	0.045146532356739044	0.21074925718660942	0.17561520636081696	0.07551942020654678	0.19338641352693364
100.0	0.21476510167121887	0.04802551120519638	0.22636248964532427	0.1879194676876068	0.08140210062265396	0.20932993919910173
110.0	0.2308724969625473	0.0512567013502121	0.24487862745804392	0.19619685411453247	0.08423962444067001	0.2211621623849973
120.0	0.23713646829128265	0.053316470235586166	0.25373460643079515	0.20425055921077728	0.08900982141494751	0.2306738793403071
130.0	0.23847876489162445	0.053741104900836945	0.2538294651392652	0.2062639743089676	0.09070522338151932	0.23204428366773777
140.0	0.24116331338882446	0.05426674708724022	0.2562536743515131	0.20872484147548676	0.09174687415361404	0.23440712175045433
150.0	0.23713646829128265	0.05184822902083397	0.253659665071643	0.21140938997268677	0.0930471420288086	0.23606225625150692
160.0	0.23803134262561798	0.05117686837911606	0.25512403203546896	0.21342280507087708	0.09615259617567062	0.2382533705703826
170.0	0.23892618715763092	0.051302216947078705	0.25523318460834793	0.21275168657302856	0.09562860429286957	0.23749041368263846
180.0	0.24161073565483093	0.0526139996945858	0.2576677737795232	0.21275167167186737	0.09603807330131531	0.2380323528924446
190.0	0.2460850179195404	0.0541803278028965	0.26325768752168144	0.2149888277053833	0.09684448689222336	0.24156293921711217
200.0	0.24921701848506927	0.054957758635282516	0.26666633548508084	0.21610739827156067	0.09832645207643509	0.2439647797410901
210.0	0.25234901905059814	0.05586716905236244	0.2714363257319665	0.21812079846858978	0.09839466214179993	0.24741205499868069
220.0	0.2572707235813141	0.05803650990128517	0.2782425735022504	0.22170023620128632	0.09954164177179337	0.2529216075566643
230.0	0.26219239830970764	0.05944082885980606	0.2844469105631454	0.22662192583084106	0.10114308446645737	0.25850028706842887
240.0	0.2626398503780365	0.05914450064301491	0.2849516722809187	0.2288590520620346	0.1020234227180481	0.2602424594042931
250.0	0.2693512439727783	0.061962418258190155	0.29022652138808436	0.23064877092838287	0.10314431041479111	0.26275089460806794
260.0	0.27606266736984253	0.06394387036561966	0.29541309018417805	0.23400446772575378	0.10487258434295654	0.2661734113206658
270.0	0.2809843420982361	0.06456711888313293	0.2986045262373932	0.24026845395565033	0.10689801722764969	0.27081611196355976
280.0	0.28277406096458435	0.0650588646531105	0.2984840534822843	0.24429529905319214	0.10917242616415024	0.27295298445800037
290.0	0.28545862436294556	0.06556199491024017	0.301154513862912	0.24697986245155334	0.1105649322271347	0.2759369590637643
300.0	0.2872483432292938	0.06593279540538788	0.3017330036663009	0.24944071471691132	0.1123068556189537	0.27760070329952047
310.0	0.2903803586959839	0.06627817451953888	0.3056391459060693	0.2505592703819275	0.11356540769338608	0.28023012484225623
320.0	0.28948548436164856	0.06605824828147888	0.3052949245362154	0.25436240434646606	0.1146533265709877	0.2831231231240787
330.0	0.28993290662765503	0.06611987948417664	0.3067193632548342	0.2552572786808014	0.11537603288888931	0.28447208129128415
340.0	0.2890380620956421	0.06607896089553833	0.30658269636681107	0.25682327151298523	0.11582581698894501	0.2857595577617586
350.0	0.28680092096328735	0.06521043926477432	0.3054590080846166	0.25682327151298523	0.11530117690563202	0.28553024987620046
360.0	0.29082775115966797	0.06608451902866364	0.3091880258289111	0.25548097491264343	0.1151946559548378	0.2855452261201581
370.0	0.28859061002731323	0.06586826592683792	0.3083438591932612	0.25570470094680786	0.11480170488357544	0.28586241265237833
380.0	0.28948548436164856	0.0662788525223732	0.30718282582113887	0.25548097491264343	0.1140519380569458	0.284680804899587
390.0	0.29351234436035156	0.06737464666366577	0.30888917566099194	0.25570470094680786	0.11411351710557938	0.28438210010069825
400.0	0.2944071590900421	0.06777692586183548	0.30990590451094635	0.25682327151298523	0.11559965461492538	0.2855414184012459
410.0	0.29530200362205505	0.06819775700569153	0.3108713651115639	0.2572706937789917	0.11525260657072067	0.28612129974158484
420.0	0.2948545813560486	0.06811314076185226	0.31065783626172416	0.2599552571773529	0.11707701534032822	0.2882594468470229
430.0	0.2975391447544098	0.06803165376186371	0.31247280982447195	0.26017898321151733	0.11718560755252838	0.2884736713468984
440.0	0.2970917224884033	0.06802395731210709	0.3131214443569355	0.25771811604499817	0.1162458136677742	0.2876646673847932
450.0	0.2961968779563904	0.06764987856149673	0.31102904309673784	0.25973156094551086	0.11679947376251221	0.28790441174108694
460.0	0.2988814413547516	0.06794613599777222	0.31332381219404853	0.2586129605770111	0.11659293621778488	0.28756274054696485
470.0	0.2988814413547516	0.06705541163682938	0.3145630179440306	0.2612975537776947	0.11887756735086441	0.2903729542222505
480.0	0.29530200362205505	0.06668038666248322	0.31018264316438987	0.26017898321151733	0.1189257800579071	0.2881586960160677
490.0	0.2988814413547516	0.0673603042960167	0.3138510139262006	0.2599552571773529	0.1195744052529335	0.2892466242248055
500.0	0.2988814413547516	0.06764397025108337	0.3134418141378306	0.25973156094551086	0.1185762956738472	0.2885810096930178
510.0	0.29843398928642273	0.06806595623493195	0.31366842511532095	0.2572706937789917	0.11831976473331451	0.2874017412636768
