epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.05906040221452713	0.011694644577801228	0.059258707714986786	0.055928412824869156	0.02251560613512993	0.05797962817418506
20.0	0.06442952901124954	0.013436566106975079	0.06585003539501012	0.06107382848858833	0.02523762173950672	0.0641805084143442
30.0	0.06487695872783661	0.013460266403853893	0.06988485805459449	0.06868009269237518	0.028251521289348602	0.07237166907792673
40.0	0.08053690940141678	0.01725931465625763	0.0850404827893101	0.08031320571899414	0.032718658447265625	0.08478983214194022
50.0	0.10111857205629349	0.021236509084701538	0.10744553031855593	0.0953020304441452	0.039393771439790726	0.10316325964317309
60.0	0.12617449462413788	0.026198241859674454	0.1320203490733816	0.11096198111772537	0.044759053736925125	0.12163642503165698
70.0	0.15525726974010468	0.03225594758987427	0.1618164980466901	0.13870246708393097	0.057396553456783295	0.1510993999150118
80.0	0.18299779295921326	0.03972313925623894	0.19026275913363222	0.15973155200481415	0.06694523990154266	0.17528622537839147
90.0	0.2031320035457611	0.04549669846892357	0.21054608796153768	0.1765100657939911	0.07592649012804031	0.19415050302121925
100.0	0.2170022577047348	0.04798469692468643	0.22803558882891248	0.18948547542095184	0.08210550248622894	0.2105826073920999
110.0	0.23131993412971497	0.05152948573231697	0.2474875006328851	0.19798657298088074	0.08510371297597885	0.22416820450062003
120.0	0.23847876489162445	0.05328160896897316	0.2550049108769812	0.20581655204296112	0.08964116126298904	0.23194013640669245
130.0	0.23847876489162445	0.053472016006708145	0.2537031375418508	0.20738254487514496	0.09147026389837265	0.232859249097027
140.0	0.24161075055599213	0.05449771508574486	0.2572502138264346	0.20984341204166412	0.09212826937437057	0.235624837356635
150.0	0.23937362432479858	0.052177730947732925	0.25526886540762117	0.2116331160068512	0.09337441623210907	0.23640770346464884
160.0	0.23803134262561798	0.05108483135700226	0.2544632555986574	0.21387024223804474	0.09625038504600525	0.23802038084273477
170.0	0.23847876489162445	0.05106415972113609	0.2544947249998612	0.2123042345046997	0.09560538828372955	0.23684344526422416
