epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.21610739827156067	0.04661630094051361	0.2257760901820754	0.1818792074918747	0.07927538454532623	0.20289967369221068
20.0	0.2532438635826111	0.05602198839187622	0.2715167115846245	0.21789710223674774	0.09777861833572388	0.24689237380215268
30.0	0.28993290662765503	0.06575845181941986	0.30474249877206466	0.25436240434646606	0.11517789959907532	0.2818943223853891
40.0	0.2859060764312744	0.06422388553619385	0.3018387310276233	0.25615212321281433	0.11676692962646484	0.2836127015986881
50.0	0.29082775115966797	0.06445036083459854	0.30266588027146285	0.25816553831100464	0.11507005989551544	0.28270112412473625
60.0	0.28277406096458435	0.0625840350985527	0.2976066148316913	0.2527964115142822	0.11247304826974869	0.2792966249743816
70.0	0.2765100598335266	0.06062311306595802	0.28912452504077735	0.25503355264663696	0.1112966313958168	0.27664619379213246
80.0	0.2751677930355072	0.05981946364045143	0.28596115248684995	0.24765099585056305	0.10831410437822342	0.2703720656658057
90.0	0.2738254964351654	0.06036699563264847	0.28015046278760686	0.24228188395500183	0.10381077229976654	0.2622209581243432
100.0	0.2653243839740753	0.05710410699248314	0.27508383738437847	0.24116331338882446	0.10456450283527374	0.26137609893590574
110.0	0.27024608850479126	0.05865184962749481	0.2775442139486229	0.2393735945224762	0.1038953885436058	0.2599304282190106
120.0	0.2639821469783783	0.058514080941677094	0.27359552015230887	0.2387024611234665	0.10467121005058289	0.2598832220607973
130.0	0.2604026794433594	0.0569324865937233	0.2675066797127828	0.23176734149456024	0.10089362412691116	0.25202957011657556
